MAE,RMSE,MAE_pp,RMSE_pp,MAPE_percent,SOH_relative_agreement_percent,R2,E200_median,E200_q90,battery_RMSE_median,battery_RMSE_q90,battery_RMSE_max,outer_folds,selection_counts,baseline_counts
0.00034332514014193734,0.000528877927309514,0.03433251401419374,0.0528877927309514,0.03461913407554525,99.96538086592446,0.9970474172172321,0.0003948649074365096,0.0010555699590490963,0.0002766028831234877,0.0006378702954422575,0.0018414410681764977,40,"{""TS_ONLY"": 40}","{""TS"": 40}"
