feature_set,length,baseline,MAE,RMSE,MAE_pp,RMSE_pp,MAPE_percent,SOH_relative_agreement_percent,R2,E200_median,E200_q90,battery_RMSE_median,battery_RMSE_q90,battery_RMSE_max,alpha_median,K_median
M2,50,TS,0.0015333905949902094,0.00230002482620014,0.15333905949902094,0.230002482620014,0.15491142199145344,99.84508857800854,0.9441586066542275,0.00147427551112983,0.003878361929818377,0.0010950839028890467,0.002690324659703884,0.008790757923607907,10000.0,1.0
M2,75,TS,0.001540521502661822,0.00219368544039766,0.15405215026618221,0.21936854403976602,0.1560208458809643,99.84397915411904,0.9492027847739432,0.0014897610728153432,0.005141348449163885,0.0010676880152768946,0.003596833427189353,0.006339981503471442,10000.0,1.0
M2,100,TS,0.0007610159834969823,0.0012050074668720453,0.07610159834969824,0.12050074668720452,0.07686878896479647,99.9231312110352,0.9846725229422305,0.0007299440131486312,0.0023386057423083434,0.0005281669488220334,0.001830043098461043,0.0040201556899953405,10000.0,2.0
M2,125,TS,0.0007001319346602784,0.002760518319438065,0.07001319346602784,0.2760518319438065,0.07194805635800589,99.92805194364199,0.9195599251954011,0.00043283577770425463,0.0017117248401778205,0.0003307191456591521,0.001048642731228476,0.016988806039984025,10000.0,2.0
M2,150,TS,0.00037358815571286426,0.0005831067841550405,0.037358815571286424,0.05831067841550405,0.037735774308158165,99.96226422569184,0.9964108848906148,0.0004245990318441639,0.00100497578281208,0.0003224266536867019,0.0006735127266980136,0.001906016651991827,2154.4346900318824,3.0
