battery_id,cycle,observed,predicted,feature_set,length,baseline
12,153,0.9964508346170283,0.9961939101601137,M1,150,TS
12,154,0.9964438310450218,0.9961617945797971,M1,150,TS
12,155,0.9964282606236524,0.9961261630147753,M1,150,TS
12,156,0.9964041233529233,0.996087015465051,M1,150,TS
12,157,0.9963733833269217,0.9960513045795176,M1,150,TS
12,158,0.9963272920330408,0.9960048576091575,M1,150,TS
12,159,0.9962954253265817,0.9959562706138821,M1,150,TS
12,160,0.9962317083567527,0.9959031961779069,M1,150,TS
12,161,0.996195685495121,0.995847261995989,M1,150,TS
12,162,0.9961588400405574,0.9957670387529669,M1,150,TS
12,163,0.9960993853386355,0.9956930978146564,M1,150,TS
12,164,0.9960167875370655,0.9956379171650748,M1,150,TS
12,165,0.9959439058471578,0.9955934667259668,M1,150,TS
12,166,0.9958358179690385,0.9955659439898883,M1,150,TS
