weight,N,median_relative_error,mean_relative_error,log_RMSE,spearman,selected_for_final_fit
0.0,40,0.24055491710824878,0.29205918570285855,0.37298948344699134,0.13248161220556792,False
0.25,40,0.18159965403756362,0.20564608330584488,0.2583950395603891,0.6500938086303941,False
0.5,40,0.0876571360388485,0.1568797953593713,0.20633979414635695,0.8118198874296436,False
0.75,40,0.0672330465865643,0.17986313735737688,0.2579641395599228,0.8699812382739214,True
1.0,40,0.11766065275437346,0.3066017281873165,0.3723924763216973,0.8472795497185742,False
