C1,Q1,C2,T_theoretical_0_80,A,E_L_50,E_H_50,D_50,nearest_standardized_distance,A_z,D_z,selection_q50,selection_q90,selection_q95,point_prediction
4.7,36.0,5.1,9.77221526908636,4.92,4.811999999999999,5.1,0.28800000000000026,1.7740886477417277,0.4915339254949863,0.6649355914069938,9.086190643244539e-05,0.00010074600002878699,0.00010133180668163162,9.076122707709917e-05
4.7,37.0,5.0,9.88340425531915,4.86125,4.7780000000000005,5.0,0.22199999999999953,1.7357185837566202,-0.24576696274747642,0.5836656857905825,5.8854234037964914e-05,6.484252301111711e-05,6.592809386858829e-05,5.882590518986181e-05
4.7,37.0,5.1,9.782227784730916,4.915,4.804,5.1,0.2959999999999994,1.795916876471441,0.4287849137296715,0.6747864890574666,8.861089780735355e-05,9.821588146534835e-05,9.883165349724357e-05,8.85166309388289e-05
4.7,38.0,5.0,9.891063829787234,4.8575,4.772,5.0,0.22799999999999976,1.754927939499229,-0.2928287215714653,0.5910538590284383,5.716580663868867e-05,6.301297080284446e-05,6.4116006409409e-05,5.714245808615903e-05
4.7,38.0,5.1,9.792240300375468,4.909999999999999,4.796,5.1,0.3039999999999994,1.8187075877928167,0.36603590196434554,0.6846373867079406,8.634901170100114e-05,9.567496766651076e-05,9.637552846441667e-05,8.627203480055822e-05
4.7,39.0,5.0,9.89872340425532,4.853750000000001,4.766,5.0,0.23399999999999999,1.75809683655748,-0.33989048039544306,0.598442032266294,5.5494405676984255e-05,6.118156550031346e-05,6.230074730585862e-05,5.5459010982456696e-05
4.7,39.0,5.1,9.802252816020026,4.905,4.788,5.1,0.3119999999999994,1.8424250644590023,0.3032868901990419,0.6944882843584146,8.409410824739805e-05,9.314662874204413e-05,9.392055985819094e-05,8.402743866228843e-05
4.7,40.0,5.0,9.906382978723403,4.85,4.76,5.0,0.2400000000000002,1.762523720732062,-0.38695223921944305,0.6058302055041498,5.381162803268271e-05,5.9348492927083626e-05,6.053135030978711e-05,5.377556387875347e-05
4.7,40.0,5.1,9.812265331664582,4.8999999999999995,4.78,5.1,0.3199999999999994,1.860328082571622,0.240537878433716,0.7043391820088886,8.183916927691654e-05,9.065072193309449e-05,9.146700909528285e-05,8.178284252401775e-05
4.7,41.0,5.0,9.91404255319149,4.84625,4.7540000000000004,5.0,0.24599999999999955,1.768199143514194,-0.4340139980434208,0.6132183787420045,5.2109566492490455e-05,5.7494690490331005e-05,5.878008783087217e-05,5.2092116775051104e-05
4.7,41.0,5.1,9.822277847309138,4.8950000000000005,4.772,5.1,0.3279999999999994,1.8657060110815276,0.17778886666841234,0.7141900796593625,7.957507029061042e-05,8.815398624459835e-05,8.901986986010576e-05,7.953824638574797e-05
4.7,42.0,5.1,9.832290362953692,4.89,4.764,5.1,0.3359999999999994,1.8577571425042483,0.11503985490308641,0.7240409773098366,7.730676417018612e-05,8.564031490392532e-05,8.655948030371592e-05,7.729365024747729e-05
4.7,43.0,5.1,9.842302878598248,4.885,4.756,5.1,0.3439999999999994,1.8122569884951225,0.05229084313777161,0.7338918749603106,7.507255593948038e-05,8.31638819804895e-05,8.413881908771265e-05,7.504905410920706e-05
4.8,31.0,5.0,9.755,4.9225,4.8759999999999994,5.0,0.12400000000000055,1.4867337687783069,0.5229084313776493,0.4629921895722775,8.645573920888799e-05,9.561707356551317e-05,9.620272951799245e-05,8.632220788367297e-05
4.8,32.0,5.0,9.760000000000002,4.92,4.872,5.0,0.1280000000000001,1.5053369618187797,0.4915339254949863,0.46791763839751394,8.533498477942511e-05,9.433689521193056e-05,9.493399731557173e-05,8.519990981453761e-05
4.8,33.0,5.0,9.765,4.9174999999999995,4.868,5.0,0.13199999999999967,1.5251735650611062,0.4601594196123233,0.4728430872227504,8.41994697940666e-05,9.307645820199608e-05,9.364668493387961e-05,8.407761174540226e-05
4.8,34.0,5.0,9.77,4.915,4.864,5.0,0.13600000000000012,1.5461961078905802,0.4287849137296715,0.47776853604798797,8.308523375458127e-05,9.179903593053595e-05,9.2398918819344e-05,8.295531367626738e-05
4.8,35.0,4.9,9.885204081632654,4.85625,4.83,4.9,0.07000000000000028,1.5147240802844113,-0.3085159745127912,0.3964986304315778,5.1055787631200724e-05,5.588027157890579e-05,5.685750739584338e-05,5.1019991789030054e-05
4.8,35.0,5.0,9.775,4.9125000000000005,4.86,5.0,0.13999999999999968,1.5683569013786742,0.3974104078470197,0.4826939848732244,8.196260920244183e-05,9.052776653544856e-05,9.114486445040825e-05,8.183301560713248e-05
4.8,36.0,4.9,9.887755102040817,4.855,4.828,4.9,0.07200000000000006,1.5369465587356805,-0.3242032274541171,0.39896135484419604,5.047941454005615e-05,5.526772544589001e-05,5.625508482292487e-05,5.0458842754462594e-05
4.8,36.0,5.0,9.780000000000001,4.909999999999999,4.856,5.0,0.14400000000000013,1.59160840086361,0.36603590196434554,0.48761943369846195,8.083841206090383e-05,8.927690370932282e-05,8.989209736514536e-05,8.07107175379967e-05
4.8,37.0,4.9,9.89030612244898,4.85375,4.8260000000000005,4.9,0.07399999999999984,1.537670708306929,-0.33989048039545416,0.4014240792568142,4.992452169958314e-05,5.467767497204431e-05,5.564939390753463e-05,4.98976937198947e-05
4.8,37.0,5.0,9.785000000000002,4.9075,4.852,5.0,0.1479999999999997,1.6159035239916035,0.33466139608169376,0.4925448825236984,7.970534289212211e-05,8.800704081111932e-05,8.863878912604043e-05,7.95884194688618e-05
4.8,38.0,4.9,9.892857142857144,4.8525,4.824,4.9,0.07600000000000051,1.5398411137231587,-0.3555777333367801,0.4038868036694336,4.935577226489133e-05,5.407343577324309e-05,5.5047197693136536e-05,4.9336544685327274e-05
4.8,38.0,5.0,9.790000000000001,4.904999999999999,4.848,5.0,0.15200000000000014,1.636519865350068,0.30328689019903077,0.4974703313489359,7.857776568981865e-05,8.674189216356006e-05,8.739603146576279e-05,7.846612139972647e-05
4.8,39.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4568460967808325,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,39.0,4.9,9.895408163265305,4.85125,4.821999999999999,4.9,0.07800000000000118,1.5434516738111976,-0.371264986278106,0.4063495280820529,4.879444245168843e-05,5.3455457884264415e-05,5.4449434020518635e-05,4.877539565075985e-05
4.8,39.0,5.0,9.795,4.9025,4.843999999999999,5.0,0.15600000000000058,1.6399175843815488,0.27191238431637893,0.5023957801741734,7.745485546858133e-05,8.549343204889443e-05,8.615924713446228e-05,7.734382333059159e-05
4.8,40.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4621853265353606,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,40.0,4.9,9.897959183673471,4.85,4.819999999999999,4.9,0.08000000000000096,1.5484923147437186,-0.38695223921944305,0.4088122524946711,4.824030190694734e-05,5.2847279800188265e-05,5.385046291456919e-05,4.8214246616191955e-05
4.8,40.0,5.0,9.8,4.8999999999999995,4.84,5.0,0.16000000000000014,1.644662598527001,0.240537878433716,0.5073212289994099,7.632803168974248e-05,8.42246423685618e-05,8.490982662884171e-05,7.622152526145624e-05
4.8,41.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.469021536301104,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,41.0,4.9,9.900510204081634,4.84875,4.818,4.9,0.08200000000000074,1.554949129007601,-0.402639492160769,0.4112749769072893,4.7663577240112034e-05,5.225326448172713e-05,5.3269700769394066e-05,4.7653097581624495e-05
4.8,41.0,5.0,9.805000000000001,4.8975,4.835999999999999,5.0,0.1640000000000006,1.650743289544054,0.20916337255106415,0.5122466778246475,7.520435980850227e-05,8.294333521536124e-05,8.366396913129362e-05,7.509922719232136e-05
4.8,42.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4773339448645173,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,42.0,4.9,9.903061224489797,4.8475,4.816000000000001,4.9,0.08399999999999963,1.5628045637039834,-0.4183267451020949,0.41373770131990645,4.710445797114149e-05,5.166948052377265e-05,5.268299058435926e-05,4.709194854705701e-05
4.8,42.0,5.0,9.81,4.8950000000000005,4.832,5.0,0.16800000000000015,1.6581449630557712,0.17778886666841234,0.5171721266498839,7.40747352481055e-05,8.167419876845577e-05,8.243931242252504e-05,7.397692912318645e-05
4.8,43.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.487097797971882,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,43.0,4.9,9.90561224489796,4.84625,4.814,4.9,0.0860000000000003,1.572037652353741,-0.4340139980434208,0.4162004257325258,4.653556187073125e-05,5.1070206024801864e-05,5.210319080218348e-05,4.653079951248959e-05
4.8,43.0,5.0,9.815000000000001,4.8925,4.828,5.0,0.1719999999999997,1.6668500216249478,0.14641436078574938,0.5220975754751204,7.2939613871031e-05,8.040450687465188e-05,8.120640857742861e-05,7.28546310540511e-05
4.8,44.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4982847200609264,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,44.0,4.9,9.908163265306122,4.845,4.812,4.9,0.08800000000000008,1.582624283288074,-0.4497012509847578,0.418663150145144,4.59627113330046e-05,5.046701285701821e-05,5.1514508010556116e-05,4.596965047792169e-05
4.8,44.0,5.0,9.82,4.890000000000001,4.824,5.0,0.17600000000000016,1.676838166379307,0.11503985490309755,0.5270230243003579,7.180895798832471e-05,7.91418204641087e-05,7.99654924011359e-05,7.173233298491622e-05
4.8,45.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.510863100864747,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,45.0,4.9,9.910714285714285,4.84375,4.8100000000000005,4.9,0.08999999999999986,1.5945374969688486,-0.4653885039260838,0.42112587455776224,4.5389695886075166e-05,4.9856446980633386e-05,5.09263466147156e-05,4.540850144335423e-05
4.8,45.0,5.0,9.825000000000001,4.8875,4.82,5.0,0.17999999999999972,1.6798599909476553,0.08366534902043458,0.5319484731255943,7.067983763807328e-05,7.789184481163152e-05,7.874815246563109e-05,7.061003491578087e-05
4.8,46.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.498284720060926,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,46.0,4.9,9.91326530612245,4.8425,4.808,4.9,0.09200000000000053,1.607747804221059,-0.48107575686740967,0.42358859897038154,4.48256584238964e-05,4.925503257332012e-05,5.033817188655397e-05,4.4847352408786803e-05
4.8,46.0,5.0,9.83,4.885,4.816,5.0,0.18400000000000016,1.6334938866321502,0.05229084313777161,0.5368739219508318,6.955059561840433e-05,7.662991907641365e-05,7.75201025159872e-05,6.948773684664554e-05
4.8,47.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4870977979718818,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,47.0,4.9,9.915816326530614,4.84125,4.806,4.9,0.0940000000000003,1.5646922349016883,-0.4967630098087467,0.4260513233829998,4.4249553555874196e-05,4.868131681837137e-05,4.973615237817945e-05,4.428620337421891e-05
4.8,47.0,5.0,9.835,4.8825,4.811999999999999,5.0,0.1880000000000006,1.5871760871730407,0.020916337255119793,0.5417993707760694,6.84278412793718e-05,7.538041904376358e-05,7.629812989388746e-05,6.836543877751066e-05
4.8,48.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4773339448645169,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,48.0,4.9,9.918367346938776,4.84,4.804,4.9,0.09600000000000009,1.51774187843069,-0.5124502627500727,0.42851404779561797,4.3647172447604235e-05,4.809375227857799e-05,4.914161613826961e-05,4.372505433965145e-05
4.8,49.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.4627542334344028,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,49.0,4.9,9.920918367346939,4.83875,4.802,4.9,0.09800000000000075,1.4708065796270977,-0.5281375156913986,0.4309767722082373,4.3078932669099236e-05,4.750810771796608e-05,4.8560244445729516e-05,4.3163905305084024e-05
4.8,50.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.415568613001035,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,50.0,4.9,9.923469387755102,4.8374999999999995,4.8,4.9,0.10000000000000053,1.423887827519348,-0.5438247686327357,0.4334394966208555,4.252423730923856e-05,4.692167293878504e-05,4.7968791390492966e-05,4.2602756270516124e-05
4.8,51.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.3683829925676672,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,51.0,4.9,9.926020408163264,4.83625,4.8,4.896666666666667,0.09666666666666757,1.3769873135190966,-0.5595120215740615,0.4293349559331585,4.1771831847814715e-05,4.613427961177802e-05,4.71680435198866e-05,4.185622999386331e-05
4.8,52.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.321197372134299,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,52.0,4.9,9.928571428571429,4.835,4.8,4.893333333333334,0.0933333333333346,1.3301069668935173,-0.5751992745153874,0.42523041524546146,4.101660745787345e-05,4.5334846688318107e-05,4.640875765934856e-05,4.110970371721049e-05
4.8,53.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.2740117517009315,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,53.0,4.9,9.931122448979593,4.833749999999999,4.8,4.890000000000001,0.09000000000000075,1.2832489979408404,-0.5908865274567244,0.42112587455776335,4.026814550453804e-05,4.4536417476191605e-05,4.5622801010387635e-05,4.03631774405572e-05
4.8,54.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.2268261312675635,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,54.0,4.9,9.933673469387756,4.8325000000000005,4.8,4.886666666666668,0.08666666666666778,1.2364159508858787,-0.6065737803980392,0.4170213338700663,3.9518690484269543e-05,4.3746859024745025e-05,4.480871805581869e-05,3.961665116390483e-05
4.8,55.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.1796405108341959,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,55.0,4.9,9.936224489795919,4.83125,4.8,4.883333333333334,0.08333333333333393,1.1896107691363833,-0.6222610333393763,0.4129167931823681,3.8772781739351353e-05,4.294199332777656e-05,4.401859760650106e-05,3.8870124887251527e-05
4.8,56.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,1.1324548904008278,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,56.0,4.9,9.938775510204081,4.829999999999999,4.8,4.88,0.08000000000000007,1.1428368763899972,-0.6379482862807133,0.40881225249467,3.800238590265296e-05,4.214376315285355e-05,4.3211376447421877e-05,3.812359861059823e-05
4.8,57.0,4.8,10.000000000000002,4.8,4.8,4.799999999999999,-8.881784197001252e-16,1.08526926996746,-1.0144423568726022,0.310303275989929,2.032580335814743e-05,2.4229744738522995e-05,2.5399382080075622e-05,2.0206967970927563e-05
4.8,57.0,4.9,9.941326530612246,4.82875,4.8,4.876666666666666,0.07666666666666622,1.0960982782487154,-0.6536355392220281,0.4047077118069719,3.724930832256439e-05,4.136108100074649e-05,4.245851741773575e-05,3.737707233394583e-05
4.8,58.0,4.8,10.000000000000002,4.8,4.8,4.799999999999999,-8.881784197001252e-16,1.0380836495340922,-1.0144423568726022,0.310303275989929,2.032580335814743e-05,2.4229744738522995e-05,2.5399382080075622e-05,2.0206967970927563e-05
4.8,58.0,4.9,9.943877551020408,4.8275,4.8,4.873333333333333,0.07333333333333325,1.0493996906203635,-0.6693227921633652,0.40060317111927485,3.648556464160169e-05,4.0596823069728234e-05,4.164847714565942e-05,3.663054605729256e-05
4.8,59.0,4.8,10.000000000000002,4.8,4.8,4.799999999999999,-8.881784197001252e-16,0.9908980291007244,-1.0144423568726022,0.310303275989929,2.032580335814743e-05,2.4229744738522995e-05,2.5399382080075622e-05,2.0206967970927563e-05
4.8,59.0,4.9,9.946428571428573,4.82625,4.8,4.87,0.07000000000000028,1.0027467034699216,-0.6850100451046911,0.3964986304315778,3.5738803992051655e-05,3.979545905797404e-05,4.0858671447616034e-05,3.588401978063974e-05
4.8,60.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,0.9437124086673566,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,60.0,4.9,9.948979591836736,4.825,4.8,4.866666666666667,0.06666666666666732,0.956145991738102,-0.700697298046017,0.39239408974388074,3.500201875238663e-05,3.9042022985872994e-05,4.009226194378455e-05,3.513749350398693e-05
4.8,61.0,4.8,10.000000000000002,4.8,4.8,4.8,0.0,0.8965267882339887,-1.0144423568726022,0.3103032759899301,2.0325803358147464e-05,2.422974473852303e-05,2.539938208007566e-05,2.0206967970927594e-05
4.8,61.0,4.9,9.951530612244898,4.82375,4.8,4.863333333333333,0.06333333333333346,0.9096055899483281,-0.7163845509873429,0.3882895490561826,3.4251204473499426e-05,3.827889386044424e-05,3.9320323322405764e-05,3.439096722733408e-05
