draw,best_existing_prediction,optimized_candidate_prediction,candidate_minus_existing
4093,2.112706239065179e-05,2.16085835918741e-05,4.815212012223086e-07
4094,2.0273226124373018e-05,2.0760889379465444e-05,4.876632550924263e-07
4095,2.2648540945950323e-05,2.219543536267738e-05,-4.531055832729432e-07
4096,2.1468728792066513e-05,1.936132327178151e-05,-2.1074055202850038e-06
4097,2.126149288076019e-05,2.1739597648646656e-05,4.781047678864655e-07
4098,1.8782594643745754e-05,2.041807466385111e-05,1.6354800201053571e-06
4099,2.161567023874478e-05,1.985695305752244e-05,-1.7587171812223404e-06
4100,2.4509706665040346e-05,2.202742858153102e-05,-2.4822780835093253e-06
4101,1.7921234790133448e-05,1.7398857120276303e-05,-5.223776698571453e-07
4102,1.8792104236985504e-05,1.926170921228968e-05,4.696049753041751e-07
4103,2.3561038796329373e-05,2.092363642290344e-05,-2.6374023734259318e-06
4104,2.1204788684194872e-05,2.169281131496866e-05,4.88022630773787e-07
4105,2.372833228688721e-05,2.241985513544859e-05,-1.3084771514386183e-06
4106,1.9794147366335078e-05,2.0643441460560065e-05,8.492940942249877e-07
4107,1.4723995399214674e-05,1.6365567892126695e-05,1.641572492912021e-06
4108,2.295362107392696e-05,2.298698593047577e-05,3.3364856548810396e-08
4109,1.7442935044240827e-05,1.932425707639217e-05,1.8813220321513432e-06
4110,1.4875302656240587e-05,1.6837914760855986e-05,1.9626121046153994e-06
4111,2.0888438055428412e-05,2.2749294078379956e-05,1.8608560229515443e-06
4112,2.574019788187996e-05,2.1686673342604874e-05,-4.053524539275086e-06
4113,2.095012584706763e-05,2.2863287797811117e-05,1.9131619507434857e-06
4114,1.8290753297186154e-05,1.7970747185554564e-05,-3.2000611163159027e-07
4115,1.9676843211841556e-05,2.0165669681931167e-05,4.888264700896101e-07
4116,2.1793239911035495e-05,2.2173502487763122e-05,3.802625767276269e-07
4117,1.9745026672427404e-05,2.2102476648504045e-05,2.357449976076641e-06
4118,2.106176021497171e-05,2.2902332528739582e-05,1.8405723137678723e-06
4119,2.7176664564344187e-05,2.448969952560521e-05,-2.686965038738978e-06
4120,2.1844946095929684e-05,2.322384278241209e-05,1.3788966864824061e-06
4121,1.820880023175394e-05,1.8774608038583418e-05,5.658078068294768e-07
4122,2.5364272401608113e-05,2.1689122461515336e-05,-3.6751499400927764e-06
4123,1.968586428936125e-05,2.19482385420008e-05,2.2623742526395496e-06
4124,2.166223674559466e-05,2.150279027215767e-05,-1.5944647343699026e-07
4125,2.2257428150408424e-05,2.2138637072059786e-05,-1.187910783486384e-07
4126,2.0716539582096658e-05,2.016456946584739e-05,-5.51970116249267e-07
4127,1.976498220324164e-05,2.0953242650138583e-05,1.1882604468969418e-06
4128,2.0918567943694006e-05,2.0140773231496823e-05,-7.777947121971824e-07
4129,2.0965278254670238e-05,2.107056998758398e-05,1.0529173291374245e-07
4130,2.232736036399461e-05,2.046886118931132e-05,-1.8584991746832895e-06
4131,2.385145631171175e-05,2.1555425623236192e-05,-2.2960306884755574e-06
4132,1.9111941083150325e-05,2.171600647721279e-05,2.6040653940624634e-06
4133,2.319664535926278e-05,2.0800333052027127e-05,-2.396312307235654e-06
4134,2.0542043222545993e-05,2.12190498822976e-05,6.770066597516081e-07
4135,2.282953105777117e-05,1.9308306892139196e-05,-3.5212241656319752e-06
4136,1.9889369292045557e-05,2.1773330860433363e-05,1.883961568387806e-06
4137,2.777191617678337e-05,2.434197888301097e-05,-3.429937293772399e-06
4138,2.3418615622453695e-05,1.9820442498107373e-05,-3.598173124346322e-06
4139,2.1936938256081747e-05,2.4385244049351638e-05,2.448305793269891e-06
4140,2.304925380969001e-05,2.1005266862134373e-05,-2.043986947555637e-06
4141,2.3789858634219435e-05,2.04990623464525e-05,-3.2907962877669363e-06
4142,2.306598357963555e-05,2.137082753939694e-05,-1.6951560402386118e-06
4143,2.4586294495970038e-05,2.2759037677423478e-05,-1.82725681854656e-06
4144,1.79979380978602e-05,1.8590229047608906e-05,5.922909497487063e-07
4145,2.5260244735780895e-05,2.3614357035482276e-05,-1.6458877002986194e-06
4146,2.0427813338837763e-05,1.9603484159701868e-05,-8.243291791358954e-07
4147,2.211322775814394e-05,1.9399782663341016e-05,-2.7134450948029225e-06
4148,2.0562335535766354e-05,2.031020201128119e-05,-2.5213352448516326e-07
4149,1.843548868400395e-05,1.6983179467392363e-05,-1.4523092166115875e-06
4150,1.9034638338238226e-05,1.957330419373873e-05,5.386658555005049e-07
4151,2.4947108078409276e-05,2.0817360347976102e-05,-4.129747730433174e-06
4152,2.4895300967931317e-05,2.288538622220463e-05,-2.009914745726686e-06
4153,2.1619282969033744e-05,2.3670702679835324e-05,2.0514197108015796e-06
4154,1.565657587256454e-05,1.691568540803035e-05,1.2591095354658104e-06
4155,1.404316808016641e-05,1.6014079898911542e-05,1.970911818745132e-06
4156,1.9193958301991347e-05,2.138008517312056e-05,2.186126871129212e-06
4157,1.700844271150502e-05,2.0109748175743517e-05,3.101305464238498e-06
4158,1.75898861851994e-05,1.9447452141110012e-05,1.8575659559106113e-06
4159,2.019565154340288e-05,2.3391201867561722e-05,3.1955503241588417e-06
4160,1.956472437079746e-05,1.922744093036494e-05,-3.3728344043251895e-07
4161,2.16720544529289e-05,1.9041720864032833e-05,-2.6303335888960663e-06
4162,2.110649230983833e-05,2.201243121619323e-05,9.059389063549013e-07
4163,1.7198712053079436e-05,1.853795926956171e-05,1.3392472164822726e-06
4164,1.771404877726545e-05,1.9186934528719427e-05,1.4728857514539762e-06
4165,2.1947179566336882e-05,2.367726996852142e-05,1.7300904021845366e-06
4166,2.261392423372921e-05,2.1928781176827568e-05,-6.851430569016428e-07
4167,2.417569575905761e-05,2.0315259444739687e-05,-3.860436314317924e-06
4168,2.1552075221868895e-05,2.1940125172188312e-05,3.8804995031941746e-07
4169,1.5974393255480656e-05,1.906325559629065e-05,3.0888623408099943e-06
4170,1.618490792406344e-05,2.1867516444606636e-05,5.682608520543197e-06
4171,1.9842124331217587e-05,1.9854352118985184e-05,1.2227787767597103e-08
4172,1.7614147986170177e-05,1.810620765141403e-05,4.920596652438536e-07
4173,2.0209591746465124e-05,1.9721209639576582e-05,-4.883821068885422e-07
4174,2.2127070060349496e-05,2.400204835181031e-05,1.874978291460813e-06
4175,2.279988927778908e-05,2.159533083187933e-05,-1.2045584459097517e-06
4176,2.0919816364118213e-05,2.12405250844995e-05,3.207087203812881e-07
4177,2.3613782861178436e-05,2.11015884928976e-05,-2.512194368280835e-06
4178,2.2318205414531974e-05,2.123531378115289e-05,-1.0828916333790827e-06
4179,1.84790249627766e-05,2.0946547412214698e-05,2.4675224494380974e-06
4180,2.4005385572871934e-05,1.9408414430028497e-05,-4.596971142843437e-06
4181,1.7178183636345785e-05,2.244412148992255e-05,5.265937853576766e-06
4182,2.084277054269298e-05,2.0269908133261914e-05,-5.728624094310665e-07
4183,1.9407891295346135e-05,2.0819953952627004e-05,1.4120626572808693e-06
4184,2.034097513626574e-05,1.9842125802179598e-05,-4.988493340861422e-07
4185,2.3126886218915844e-05,2.202392870398075e-05,-1.1029575149350948e-06
4186,2.3852763214160367e-05,2.023074592976776e-05,-3.6220172843926064e-06
4187,1.3056150151823431e-05,1.9105748234719684e-05,6.049598082896253e-06
4188,2.1819330405207672e-05,2.1969794464898893e-05,1.5046405969122107e-07
4189,2.4722456150679232e-05,2.144386353598455e-05,-3.2785926146946805e-06
4190,1.5862756132227365e-05,1.9318656249042535e-05,3.4559001168151695e-06
4191,1.5279235285439502e-05,1.838920173425167e-05,3.1099664488121667e-06
4192,2.256210884443091e-05,2.07455748727797e-05,-1.8165339716512116e-06
4193,2.4906459838273123e-05,2.1389244431978484e-05,-3.517215406294639e-06
4194,2.133500078936715e-05,2.634506458869284e-05,5.01006379932569e-06
4195,2.1012526907429643e-05,2.4389448963612377e-05,3.376922056182735e-06
4196,2.0721943264322967e-05,2.143777069074853e-05,7.158274264255622e-07
4197,2.1396823553895045e-05,1.9653389525837258e-05,-1.7434340280577874e-06
4198,1.915608204491564e-05,2.0059091485952046e-05,9.030094410364075e-07
4199,1.9245707745958847e-05,2.085736179469252e-05,1.6116540487336723e-06
4200,1.9278681858384493e-05,1.8901031132462762e-05,-3.776507259217316e-07
4201,1.8869632910816338e-05,2.2592533470815245e-05,3.722900559998907e-06
4202,2.0423863813053934e-05,2.096314664824695e-05,5.392828351930165e-07
4203,2.7000228774121513e-05,2.1813489860453676e-05,-5.186738913667836e-06
4204,1.7392142306500526e-05,2.179386302448476e-05,4.4017207179842356e-06
4205,2.7130369890136e-05,2.273050311412987e-05,-4.39986677600613e-06
4206,1.7998219193167275e-05,2.00383992996328e-05,2.040180106465526e-06
4207,1.5180906034591327e-05,2.0193349677807422e-05,5.0124436432160956e-06
4208,1.9901351257692506e-05,1.8614726824289646e-05,-1.2866244334028604e-06
4209,1.824289358017663e-05,2.188613318623869e-05,3.6432396060620613e-06
4210,2.1986881421112136e-05,2.171507416456969e-05,-2.718072565424464e-07
4211,1.9096831573517926e-05,1.92037913996376e-05,1.0695982611967533e-07
4212,1.5398245256963837e-05,1.844092824549339e-05,3.0426829885295517e-06
4213,2.108801945063584e-05,2.182502086079905e-05,7.370014101632086e-07
4214,1.681040165870266e-05,1.8134343602820227e-05,1.323941944117568e-06
4215,1.642006286155531e-05,2.025181259203019e-05,3.831749730474881e-06
4216,2.1689506786086785e-05,2.0249164239329434e-05,-1.4403425467573503e-06
4217,2.4312077611720016e-05,2.3150419530692027e-05,-1.1616580810279895e-06
4218,1.8615258550422924e-05,2.1678166550704277e-05,3.062908000281353e-06
4219,1.6602006586164077e-05,2.0930416514855417e-05,4.32840992869134e-06
4220,1.8992125830452574e-05,2.1381106728482508e-05,2.3889808980299336e-06
4221,2.2100083566195164e-05,1.9947800042960755e-05,-2.1522835232344098e-06
4222,2.6065078557741447e-05,2.2012007443923562e-05,-4.053071113817885e-06
4223,1.6053454443513125e-05,1.8967061374168175e-05,2.9136069306550503e-06
4224,1.836046709072661e-05,1.923399173737645e-05,8.735246466498378e-07
4225,1.6407883838580483e-05,1.96417459457521e-05,3.2338621071716186e-06
4226,2.0505782111943132e-05,1.961376908295331e-05,-8.92013028989821e-07
4227,1.596942352503491e-05,1.9837731180232517e-05,3.868307655197607e-06
4228,1.750517782671273e-05,1.8530754774865492e-05,1.0255769481527639e-06
4229,1.843877610578855e-05,2.170024721123259e-05,3.261471105444038e-06
4230,1.975002412116749e-05,1.9651815230281988e-05,-9.820889088550013e-08
4231,2.338758139650296e-05,1.981077387700116e-05,-3.576807519501802e-06
4232,1.8975808353312886e-05,1.8248120536470947e-05,-7.276878168419394e-07
4233,1.714217460559377e-05,1.9092534295202312e-05,1.950359689608542e-06
4234,2.2002904761347142e-05,1.9120315358199698e-05,-2.882589403147444e-06
4235,1.8238120482049946e-05,1.8820362256731986e-05,5.822417746820405e-07
4236,1.964073767557665e-05,2.1543205712150683e-05,1.9024680365740322e-06
4237,2.0586104827878842e-05,2.071717424303179e-05,1.3106941515294622e-07
4238,2.021420624793758e-05,2.0032826631832504e-05,-1.8137961610507469e-07
4239,1.9847836562216596e-05,1.985916093649117e-05,1.1324374274575798e-08
4240,1.949882793548289e-05,2.1251875154824325e-05,1.753047219341435e-06
4241,1.8804549142385656e-05,2.0953088025361923e-05,2.1485388829762674e-06
4242,1.679037617740437e-05,2.068611689486997e-05,3.895740717465597e-06
4243,1.8882300610162237e-05,1.9298145108613934e-05,4.15844498451697e-07
4244,2.5514315142263227e-05,2.2458263777912525e-05,-3.0560513643507026e-06
4245,1.8149222544757042e-05,2.1287366770933772e-05,3.13814422617673e-06
4246,1.8878432219622063e-05,2.0431015843253844e-05,1.5525836236317813e-06
4247,2.3738640879626324e-05,2.369910098180051e-05,-3.953989782581519e-08
4248,2.162143958593552e-05,2.115921935114596e-05,-4.6222023478955914e-07
4249,2.481218897761893e-05,2.011270246425433e-05,-4.699486513364599e-06
4250,1.9656108294448268e-05,2.1747500624110723e-05,2.0913923296624547e-06
4251,1.887005311772425e-05,1.8966357601279064e-05,9.630448355481472e-08
4252,1.4105450824159479e-05,2.080098826038064e-05,6.69553743622116e-06
4253,2.3882819638301847e-05,2.0491791845226234e-05,-3.3910277930756127e-06
4254,2.061168522983182e-05,1.932936984989377e-05,-1.2823153799380487e-06
4255,2.2400707102995333e-05,1.9796983830642698e-05,-2.6037232723526358e-06
4256,2.1780393236046693e-05,2.0403684969248877e-05,-1.376708266797816e-06
4257,1.939358891919561e-05,1.9362780435080366e-05,-3.080848411524524e-08
4258,2.6542509287694402e-05,2.2858356908907617e-05,-3.6841523787867844e-06
4259,1.6105308870640885e-05,1.958686626245295e-05,3.481557391812064e-06
4260,2.208523362626088e-05,2.0744428782502092e-05,-1.3408048437587889e-06
4261,2.142676603044751e-05,2.286956814376471e-05,1.4428021133172006e-06
4262,2.767093913544911e-05,2.2701492262876805e-05,-4.969446872572305e-06
4263,2.2100599307353068e-05,2.210138712864197e-05,7.878212889015832e-10
4264,2.106162423775458e-05,1.900401196950946e-05,-2.0576122682451208e-06
4265,1.7716384135096946e-05,1.8933941056082113e-05,1.2175569209851675e-06
4266,2.1863826765095114e-05,2.0586025668115354e-05,-1.2778010969797592e-06
4267,2.5905869089558593e-05,2.1729617157993406e-05,-4.176251931565187e-06
4268,2.3841695982606227e-05,2.0078254260771732e-05,-3.7634417218344955e-06
4269,2.4263074297288653e-05,2.002948444085268e-05,-4.233589856435971e-06
4270,2.2757343743421754e-05,2.1653881051126025e-05,-1.1034626922957283e-06
4271,1.5564483968639377e-05,1.7324794513212097e-05,1.7603105445727197e-06
4272,2.2044557895977118e-05,2.1072559980410817e-05,-9.719979155663003e-07
4273,1.8518591878447364e-05,1.7507164483645122e-05,-1.011427394802242e-06
4274,1.870878833132959e-05,1.726079118715875e-05,-1.4479971441708374e-06
4275,2.1927182499101516e-05,2.09687291043912e-05,-9.584533947103154e-07
4276,1.4501866329565684e-05,2.1232175559173392e-05,6.730309229607708e-06
4277,1.4243586548062486e-05,1.8646341917806592e-05,4.402755369744106e-06
4278,1.9722980011897607e-05,2.172189647439681e-05,1.9989164624992025e-06
4279,2.3554293187714648e-05,2.2118650339440873e-05,-1.4356428482737745e-06
4280,1.8864423178733105e-05,2.015404027397917e-05,1.289617095246065e-06
4281,2.2913537384554196e-05,2.0033231743964956e-05,-2.8803056405892396e-06
4282,1.991793423019916e-05,2.2186900212214363e-05,2.268965982015202e-06
4283,2.3703024633955594e-05,2.1294898145429722e-05,-2.408126488525872e-06
4284,2.310796276478272e-05,2.3598476095651086e-05,4.90513330868366e-07
4285,2.373799769517189e-05,2.0740522704452477e-05,-2.9974749907194137e-06
4286,2.1662256023829548e-05,2.0076634811606004e-05,-1.5856212122235438e-06
4287,2.3972713921399307e-05,2.2758562912206344e-05,-1.2141510091929624e-06
4288,2.7015100003549144e-05,2.0700980987443206e-05,-6.314119016105938e-06
4289,1.5032090254513648e-05,1.7145882307759757e-05,2.1137920532461087e-06
4290,1.9666130589827984e-05,1.8413485348132986e-05,-1.2526452416949988e-06
4291,2.2992108248112062e-05,2.0650200722125492e-05,-2.3419075259865702e-06
4292,1.999373780936484e-05,1.978039059338415e-05,-2.1334721598068797e-07
4293,2.316103593061012e-05,2.24597992341405e-05,-7.012366964696199e-07
4294,1.757608148692365e-05,1.7495987085458703e-05,-8.009440146494634e-08
4295,2.1120529995440406e-05,2.0910221522696564e-05,-2.1030847274384204e-07
4296,2.207854737574573e-05,2.234684887200079e-05,2.683014962550602e-07
4297,2.1152503626209675e-05,2.122064154460418e-05,6.813791839450553e-08
4298,2.111080282294939e-05,1.920295358421668e-05,-1.907849238732712e-06
4299,1.6770706245802044e-05,1.751944157196115e-05,7.487353261591073e-07
4300,1.8835232322046578e-05,1.8351773579194897e-05,-4.834587428516808e-07
4301,1.580394422823714e-05,1.9083357366371386e-05,3.279413138134245e-06
4302,2.1314297706485525e-05,2.073370299174999e-05,-5.805947147355347e-07
4303,2.1568840141702295e-05,2.2504277636950292e-05,9.354374952479966e-07
4304,2.0761085826841727e-05,1.8996947914691926e-05,-1.7641379121498012e-06
4305,2.0500326345488034e-05,2.0069887672827876e-05,-4.3043867266015867e-07
4306,1.8438738638427422e-05,2.0611239726357617e-05,2.172501087930195e-06
4307,1.6168699219820714e-05,2.0807414049012618e-05,4.638714829191904e-06
4308,2.0899628462794823e-05,1.8715695341165153e-05,-2.1839331216296705e-06
4309,2.0795693039548384e-05,2.2650725751297426e-05,1.855032711749042e-06
4310,2.3957590762695698e-05,2.0805775741260028e-05,-3.15181502143567e-06
4311,2.0225897121474863e-05,2.21110510865396e-05,1.885153965064737e-06
4312,2.3631554633533556e-05,2.0431562458585425e-05,-3.199992174948131e-06
4313,1.796808804877712e-05,1.931500990057654e-05,1.3469218517994216e-06
4314,1.6267780157007273e-05,2.0298553253961837e-05,4.030773096954564e-06
4315,1.5718961579166885e-05,2.192833808791761e-05,6.2093765087507254e-06
4316,2.2687328401953053e-05,1.9566560446869715e-05,-3.1207679550833385e-06
4317,2.503496392632887e-05,2.169647452415935e-05,-3.3384894021695207e-06
4318,2.050715940943731e-05,1.829219571393787e-05,-2.214963695499438e-06
4319,1.5452957769663045e-05,1.986523395519966e-05,4.4122761855366136e-06
4320,1.8337389410159423e-05,1.949191962985352e-05,1.154530219694098e-06
4321,1.878923346137063e-05,2.1076093263284854e-05,2.286859801914224e-06
4322,1.9917737506769677e-05,2.4382062365343068e-05,4.464324858573391e-06
4323,2.307601991311687e-05,2.248279012291049e-05,-5.9322979020638e-07
4324,1.9494678473783435e-05,2.2605694896225737e-05,3.111016422442302e-06
4325,1.8979758680401464e-05,1.9724979321696934e-05,7.452206412954704e-07
4326,2.5994135119574318e-05,2.1395898938925774e-05,-4.598236180648544e-06
4327,2.4948619861288927e-05,2.1718802870441745e-05,-3.229816990847183e-06
4328,1.9492435683521276e-05,1.8793212719511535e-05,-6.992229640097408e-07
4329,2.3349408302787474e-05,2.343055293549829e-05,8.114463271081487e-08
4330,1.5495643959603164e-05,2.069034849009896e-05,5.194704530495797e-06
4331,1.8831184793599866e-05,2.207016668383668e-05,3.2389818902368135e-06
4332,2.2545495693068652e-05,2.030850436243068e-05,-2.2369913306379704e-06
4333,1.9847054628924615e-05,2.015496433994243e-05,3.0790971101781503e-07
4334,1.427979087905882e-05,1.8239084433783556e-05,3.9592935547247354e-06
4335,2.169558472933422e-05,2.3583486242964527e-05,1.8879015136303052e-06
4336,1.80892285323182e-05,2.070791238324976e-05,2.618683850931558e-06
4337,2.0879843232495806e-05,2.14501769475934e-05,5.70333715097595e-07
4338,1.9787595758459366e-05,1.8816314166269162e-05,-9.712815921902034e-07
4339,2.092646096587893e-05,2.1181555651279456e-05,2.55094685400525e-07
4340,1.9893744092481228e-05,1.9358372530254217e-05,-5.353715622270116e-07
4341,1.792076797972382e-05,2.0888509573715852e-05,2.967741593992033e-06
4342,2.0553300297995317e-05,1.981776994753107e-05,-7.355303504642479e-07
4343,2.248815923077144e-05,2.14857465569499e-05,-1.0024126738215386e-06
4344,1.9501324480596243e-05,1.9448805364255937e-05,-5.251911634030588e-08
4345,1.9977932909124086e-05,2.0991651573403924e-05,1.0137186642798386e-06
4346,2.2525026732304703e-05,1.9342598970347102e-05,-3.182427761957601e-06
4347,2.5051357663266023e-05,2.0879829525848403e-05,-4.17152813741762e-06
4348,1.6660398184684064e-05,1.943205378387167e-05,2.7716555991876064e-06
4349,1.5751390569467243e-05,2.098076803268106e-05,5.229377463213816e-06
4350,2.12722218633791e-05,2.026503158524637e-05,-1.00719027813273e-06
4351,1.892601304771997e-05,2.0019765080491103e-05,1.0937520327711338e-06
4352,1.9656478537774717e-05,2.238433144253281e-05,2.7278529047580937e-06
4353,2.2027713140976882e-05,1.978795833720904e-05,-2.239754803767842e-06
4354,2.2922930064321912e-05,2.4335086099189867e-05,1.4121560348679548e-06
4355,1.936590688358868e-05,2.0228290056288785e-05,8.623831727001049e-07
4356,2.2487295714021883e-05,2.3686979757168045e-05,1.1996840431461618e-06
4357,2.113296127602572e-05,1.9161092270982845e-05,-1.971869005042874e-06
4358,1.8361596113043024e-05,2.0696968679954927e-05,2.3353725669119025e-06
4359,2.014461932695796e-05,2.0557746905062995e-05,4.1312757810503653e-07
4360,2.032896140355214e-05,2.1402824623123962e-05,1.0738632195718231e-06
4361,1.961440431719924e-05,1.9877701279887845e-05,2.6329696268860504e-07
4362,2.375720942741591e-05,2.2444796068792995e-05,-1.3124133586229147e-06
4363,1.8208775536371734e-05,1.898352210881076e-05,7.747465724390251e-07
4364,1.9403017825838086e-05,1.8876754846015504e-05,-5.262629798225817e-07
4365,2.2127342253639034e-05,2.0514267701662806e-05,-1.6130745519762287e-06
4366,2.3319322384950974e-05,2.1674544180463626e-05,-1.644778204487348e-06
4367,2.0816570162742532e-05,1.8462558475249607e-05,-2.3540116874929244e-06
4368,1.6588904680748803e-05,1.8292689783402936e-05,1.7037851026541331e-06
4369,1.5161412834192578e-05,1.9972751062176737e-05,4.811338227984159e-06
4370,2.086080323746443e-05,2.0048962646001183e-05,-8.118405914632465e-07
4371,1.8149542748599616e-05,1.9573667838677287e-05,1.4241250900776719e-06
4372,1.5703733576107515e-05,2.1627660216647796e-05,5.923926640540281e-06
4373,2.2310336738685023e-05,2.2102560157356165e-05,-2.0777658132885843e-07
4374,2.1810670719730718e-05,2.1260559233554457e-05,-5.501114861762612e-07
4375,2.0534998188746046e-05,2.1837561899323668e-05,1.3025637105776222e-06
4376,1.6652659029370473e-05,2.175882855757794e-05,5.106169528207466e-06
4377,2.219334086760535e-05,1.9930165935911917e-05,-2.263174931693434e-06
4378,1.6312926158961225e-05,1.951492785392396e-05,3.202001694962734e-06
4379,1.7380939628527837e-05,1.8333204400630037e-05,9.522647721021995e-07
4380,2.0745065295076135e-05,1.9437924582206963e-05,-1.3071407128691719e-06
4381,1.6980261620282645e-05,1.8881032017614537e-05,1.9007703973318918e-06
4382,1.9777376916693532e-05,2.155358294903372e-05,1.776206032340187e-06
4383,1.7839288975867144e-05,2.0671532500215657e-05,2.832243524348513e-06
4384,2.25105174704623e-05,2.315833231155284e-05,6.478148410905393e-07
4385,2.4963459300090194e-05,2.3529330651523906e-05,-1.4341286485662874e-06
4386,2.3188882627951797e-05,2.031247086377601e-05,-2.8764117641757864e-06
4387,2.405253425092885e-05,2.1672742316485887e-05,-2.379791934442962e-06
4388,1.9458018113342473e-05,1.9706778365799576e-05,2.487602524571033e-07
4389,1.8527779057488633e-05,2.0607285877657085e-05,2.0795068201684527e-06
4390,1.960152207962172e-05,1.9840280311576156e-05,2.3875823195443666e-07
4391,1.900205034369983e-05,2.250528892082195e-05,3.503238577122122e-06
4392,2.186020929457914e-05,1.9339153314568864e-05,-2.521055980010275e-06
4393,2.090024383689962e-05,2.1677250259908648e-05,7.77006423009029e-07
4394,1.7843725861272745e-05,2.0510713354554015e-05,2.6669874932812695e-06
4395,2.3538353117569233e-05,2.0300577020321896e-05,-3.2377760972473367e-06
4396,2.109025052181623e-05,2.0326476732275118e-05,-7.637737895411116e-07
4397,2.4953124532981142e-05,2.2418527004556905e-05,-2.534597528424238e-06
4398,2.3911407721326887e-05,2.224828578559781e-05,-1.6631219357290758e-06
4399,1.8941183805183063e-05,1.822549997690208e-05,-7.156838282809837e-07
4400,2.169268608229538e-05,1.9897436967980032e-05,-1.7952491143153498e-06
4401,1.8228755956470784e-05,2.0964879472168483e-05,2.736123515697699e-06
4402,1.9079147224541164e-05,1.8432797175854017e-05,-6.463500486871465e-07
4403,1.874464934354759e-05,2.0537167221108407e-05,1.7925178775608177e-06
4404,1.6909174524585678e-05,2.0896960535263447e-05,3.9877860106777695e-06
4405,1.908171215971598e-05,2.077012787289058e-05,1.6884157131745993e-06
4406,2.0662113911819213e-05,1.839866636605164e-05,-2.2634475457675747e-06
4407,1.7978528990940288e-05,1.8786440795413275e-05,8.07911804472987e-07
4408,1.763033292110842e-05,1.909601447907827e-05,1.465681557969852e-06
4409,2.012491819562414e-05,2.0235073128708708e-05,1.1015493308456789e-07
4410,1.693973272728844e-05,2.2192485065399204e-05,5.252752338110765e-06
4411,2.2268068391089745e-05,2.003809227336687e-05,-2.229976117722877e-06
4412,2.066264952421429e-05,1.9329151678754166e-05,-1.3334978454601241e-06
4413,2.0403999217300292e-05,2.2162278980897495e-05,1.7582797635972024e-06
4414,1.6761576036500276e-05,1.771291607886e-05,9.513400423597229e-07
4415,2.6433375124176214e-05,2.503619251167151e-05,-1.3971826125047045e-06
4416,2.3856390320465707e-05,2.0065627376465044e-05,-3.790762944000663e-06
4417,2.1781166414837287e-05,1.839789627232528e-05,-3.3832701425120058e-06
4418,1.8953486065225846e-05,2.3536254957880084e-05,4.582768892654239e-06
4419,1.967595654954464e-05,2.3584496928343387e-05,3.908540378798746e-06
4420,1.8720140416004044e-05,2.2278771705112714e-05,3.5586312891086705e-06
4421,2.014736080718603e-05,2.0298457917056305e-05,1.5109710987027438e-07
4422,2.061356853079107e-05,1.8244903262290386e-05,-2.3686652685006834e-06
4423,2.1578855349814556e-05,2.1710841333340764e-05,1.3198598352620846e-07
4424,2.2209199405706272e-05,2.1699377079746727e-05,-5.098223259595454e-07
4425,2.0441053983468587e-05,2.0402790414029383e-05,-3.82635694392048e-08
4426,2.0312349562899166e-05,2.139654457632488e-05,1.0841950134257147e-06
4427,2.0771707528704348e-05,2.2160329801774552e-05,1.3886222730702041e-06
4428,2.010698898100223e-05,2.16078824227858e-05,1.5008934417835713e-06
4429,2.200696380914717e-05,1.8455757364930372e-05,-3.5512064442167973e-06
4430,1.36672010550393e-05,1.9534515586349672e-05,5.867314531310373e-06
4431,2.2655359712545797e-05,2.0691401855839968e-05,-1.963957856705829e-06
4432,2.3486040549419547e-05,2.1015974095324982e-05,-2.4700664540945652e-06
4433,1.943534737467821e-05,1.993596863937691e-05,5.006212646987014e-07
4434,1.9907285416284348e-05,2.2056853422883293e-05,2.1495680065989454e-06
4435,2.077109820280866e-05,1.9835200593339654e-05,-9.358976094690054e-07
4436,2.2246795740735637e-05,1.9807252524930297e-05,-2.43954321580534e-06
4437,1.7093943387920327e-05,2.0047376926890138e-05,2.9534335389698102e-06
4438,2.038014432894212e-05,1.95681011166382e-05,-8.120432123039185e-07
4439,2.0007065306965585e-05,1.9838543355726622e-05,-1.685219512389631e-07
4440,2.3478396753836366e-05,2.128317836439112e-05,-2.1952183894452457e-06
4441,1.5827492011896444e-05,2.0400844173367542e-05,4.573352161471098e-06
4442,2.0400570504557923e-05,2.0273900794162187e-05,-1.2666971039573677e-07
4443,2.1084596187258013e-05,2.201225503325044e-05,9.27658845992428e-07
4444,1.8681133390973878e-05,1.9153003690111948e-05,4.718702991380702e-07
4445,2.4506035383681298e-05,2.149924186974521e-05,-3.0067935139360894e-06
4446,2.0459500010020105e-05,1.9347206577908167e-05,-1.1122934321119373e-06
4447,1.5278222302431717e-05,1.9530701085644706e-05,4.252478783212989e-06
4448,1.9422394994062196e-05,2.3069351311050863e-05,3.6469563169886674e-06
4449,2.2654897885925262e-05,2.069255895614695e-05,-1.9623389297783122e-06
4450,1.9792281046514162e-05,1.6138339952948733e-05,-3.653941093565429e-06
4451,1.9703428363501575e-05,2.0174000950971412e-05,4.7057258746983644e-07
4452,2.189925389354935e-05,1.9518024335431624e-05,-2.3812295581177266e-06
4453,1.6612522358107035e-05,1.7880127087790105e-05,1.2676047296830703e-06
4454,1.9169847841341773e-05,1.9145238870995447e-05,-2.460897034632623e-08
4455,1.884159901435011e-05,1.9292934445854947e-05,4.5133543150483726e-07
4456,1.9927763471335212e-05,1.9776635621878233e-05,-1.5112784945697918e-07
4457,1.6437817664426386e-05,2.008531193437147e-05,3.6474942699450826e-06
