battery_id,n0,model,cycle,observed,predicted
1,31,linear,188,1.001749130863073,1.0025255432178006
1,31,linear,189,1.0018799043084554,1.0025033036343556
1,31,linear,190,1.001666978040517,1.0024810640509105
1,31,linear,191,1.0018924152574733,1.0024588244674655
1,31,linear,192,1.0013201509165075,1.0024365848840207
1,31,linear,193,1.0003872481179652,1.0024143453005756
1,31,linear,194,0.999941113240662,1.0023921057171306
1,31,linear,195,0.9986368612832792,1.0023698661336855
1,31,linear,196,0.9980639123735556,1.0023476265502405
1,31,linear,197,0.9975588394878703,1.0023253869667954
1,31,linear,198,0.9971216426262207,1.0023031473833504
1,31,linear,199,0.9967523217886071,1.0022809077999053
1,31,linear,200,0.9964508769750292,1.0022586682164603
1,31,power,151,1.0035040341011485,1.002632787789189
1,31,power,152,1.003371233684344,1.0025696151104753
1,31,power,153,1.003249998700051,1.0025054977661745
1,31,power,154,1.0031403291482688,1.0024404279429548
1,31,power,155,1.0030422250289976,1.0023743978143924
1,31,power,156,1.0029556863422409,1.0023073995410356
1,31,power,157,1.0029072943153923,1.0022394252704676
1,31,power,158,1.0029532296974646,1.0021704671373672
1,31,power,159,1.002855579373866,1.0021005172635709
1,31,power,160,1.002860543825376,1.0020295677581335
1,31,power,161,1.0025763543941397,1.001957610717387
1,31,power,162,1.0014383798854618,1.0018846382250013
1,31,power,163,1.0004746427551507,1.001810642352041
1,31,power,164,0.999940860696534,1.0017356151570251
1,31,power,165,0.9996885162089997,1.0016595486859827
1,31,power,166,0.9999216817116944,1.0015824349725106
1,31,power,167,1.0005932631675036,1.0015042660378297
1,31,power,168,1.0013679303061351,1.0014250338908395
1,31,power,169,1.0020708838385373,1.0013447305281733
1,31,power,170,1.0030309268578446,1.0012633479342534
1,31,power,171,1.0023714359521643,1.001180878081344
1,31,power,172,1.0006014508223022,1.0010973129296048
1,31,power,173,0.9996034070961728,1.0010126444271437
1,31,power,174,0.9986270177227583,1.0009268645100682
1,31,power,175,0.9980836122088909,1.0008399651025388
1,31,power,176,0.9978717048258827,1.0007519381168184
1,31,power,177,0.9980881334019138,1.0006627754533235
1,31,power,178,0.9987131474621992,1.0005724690006745
1,31,power,179,0.9998235511188321,1.0004810106357451
1,31,power,180,1.0011065231854825,1.0003883922237118
1,31,power,181,1.0013771727680894,1.0002946056181017
1,31,power,182,1.0016764928582509,1.0001996426608413
1,31,power,183,1.0023240922011576,1.0001034951823045
1,31,power,184,1.0025496689705158,1.0000061550013593
